0.0,0.8096153,0.960481,0.551701,0.81513935,0.7859476,0.8002046,0.7594207,0.8208931,0.5197106,0.8203161,0.68041843,0.8479972,0.75931585,0.7169884,0.91166073,0.64927834,0.6316643,0.81910324,0.9115125,0.75845313,0.8129927,0.8448592,0.97124946,0.6193004,0.78691757,0.77823436,0.9593628,0.56021935,0.54777175,0.57693005,0.94369346,0.7347621,0.6258439,0.7983986,0.70013756,0.85575426,0.778989,0.552598,0.79135,0.8504882,0.64278775,0.6647889,0.70578027,0.44624993,0.42810458,0.6577881,0.4496765,0.8380026,0.85278994,0.8076284,0.819673,0.8715165,0.65134555,0.68410516,0.6793906
0.8096153,0.0,0.6092011,0.5225447,0.7263889,0.8310318,0.7538782,0.80177,0.78698295,0.7959703,0.75440127,0.83800477,0.89636755,0.8167498,0.8429104,0.674441,0.77418756,0.7856351,0.7820511,0.54612315,0.79244274,0.6557779,0.6613863,0.79144156,0.7282859,0.7756812,0.70685464,0.6458145,0.73562235,0.7293886,0.66975373,0.6115244,0.74211127,0.7899361,0.81696415,0.8567775,0.94880307,0.6121289,0.9135572,0.8184022,0.8663519,0.7840076,0.69439244,0.70290726,0.75902176,0.80496883,0.83057666,0.77755076,0.88734746,0.78369427,0.7568412,0.9358103,0.89075434,0.79678345,0.8686587,0.7889453
0.960481,0.6092011,0.0,0.821851,0.8129197,0.92483336,0.8813869,0.86331207,0.8391258,0.9511422,0.8377006,0.905125,0.93627405,0.87117016,0.89226615,0.8650153,0.9102599,0.9485581,0.867607,0.7263749,0.8454509,0.76533586,0.7926815,0.78968734,0.8969549,0.88009953,0.85880953,0.8150532,0.8774349,0.8780705,0.8205367,0.7579385,0.8744889,0.95846593,0.8655836,0.92077667,1.0238718,0.74109864,1.0425587,0.87535596,0.88941646,0.9095162,0.846878,0.84980714,0.92126244,0.96464306,0.8840642,0.89794886,0.92651314,0.795468,0.8599211,0.99175555,0.9370255,0.9028171,0.9294927,0.9218505
0.551701,0.5225447,0.821851,0.0,0.7089829,0.76942813,0.71570253,0.7278924,0.7422545,0.5619833,0.7114578,0.761691,0.84062636,0.78458357,0.76306325,0.85079396,0.62490976,0.56489,0.740461,0.79313093,0.74052304,0.68731695,0.78235656,0.91878,0.58522093,0.7344251,0.75251853,0.8852986,0.50771695,0.4987524,0.53022194,0.85466105,0.6650487,0.5846643,0.75992084,0.7806835,0.86698765,0.68427676,0.70944643,0.7485359,0.86372834,0.71221805,0.6205022,0.64829934,0.53570783,0.56413746,0.74156857,0.59963655,0.8254017,0.7843058,0.76058483,0.889831,0.85852027,0.6549472,0.8012223,0.6647844
0.81513935,0.7263889,0.8129197,0.7089829,0.0,0.41498834,0.65706384,0.65101975,0.6030512,0.7697479,0.5822537,0.76731485,0.7932311,0.7214933,0.7121969,0.7982352,0.76072735,0.7232203,0.6552753,0.7497859,0.66908526,0.66084135,0.75851095,0.7818349,0.694767,0.7036681,0.6784162,0.8561439,0.6689796,0.6789958,0.7031989,0.7997479,0.63917327,0.72135407,0.6583849,0.76503193,0.86404693,0.7008793,0.88540304,0.6595807,0.7970743,0.7715006,0.7337903,0.70017326,0.7803727,0.8032176,0.7395613,0.8238373,0.77135146,0.6455034,0.6737907,0.86834544,0.76336837,0.7604045,0.8105117,0.7198363
0.7859476,0.8310318,0.92483336,0.76942813,0.41498834,0.0,0.8174828,0.8165455,0.69630784,0.72994715,0.76977986,0.7310887,0.8581248,0.67884165,0.6751461,0.86382324,0.8239244,0.8077535,0.7804705,0.85,0.813298,0.77327424,0.82872236,0.8973791,0.77348465,0.778148,0.8104921,0.96806294,0.7903144,0.82034177,0.79690343,0.8922888,0.74331146,0.7908495,0.83436763,0.7282689,0.8797147,0.823363,0.8588879,0.8351202,0.86992437,0.7453607,0.7799278,0.6706818,0.7416978,0.77407175,0.6949049,0.81945044,0.8482616,0.8276986,0.76050127,0.8574314,0.89568245,0.8819548,0.7896358,0.76846015
0.8002046,0.7538782,0.8813869,0.71570253,0.65706384,0.8174828,0.0,0.6695049,0.6530602,0.71156913,0.6128216,0.81942147,0.8467111,0.7409268,0.73173153,0.7021643,0.73360693,0.72454095,0.72459716,0.78913593,0.71407855,0.7419421,0.7752509,0.9074172,0.72715205,0.7406705,0.69060165,0.8566236,0.6304507,0.63907087,0.6904719,0.84328794,0.664551,0.75355995,0.7070004,0.842492,0.88170826,0.7047889,0.8795892,0.68000954,0.8674661,0.5468443,0.6944565,0.7061127,0.7465907,0.7785236,0.8356667,0.8155509,0.82572913,0.6620504,0.6556678,0.8953964,0.7797917,0.71612513,0.81748676,0.73078626
0.7594207,0.80177,0.86331207,0.7278924,0.65101975,0.8165455,0.6695049,0.0,0.6835242,0.7958477,0.55447483,0.48994443,0.56671435,0.76054865,0.76349884,0.8510346,0.6446396,0.7455172,0.64417535,0.8489576,0.20973837,0.7441248,0.8293339,0.8653811,0.71756375,0.701733,0.58315253,0.9036512,0.6396135,0.6181311,0.659818,0.88267136,0.63741267,0.68570894,0.20611604,0.51141155,0.7238686,0.7432587,0.77360564,0.22261319,0.6075377,0.78768325,0.7348442,0.7848426,0.7788946,0.7837367,0.73520684,0.8098357,0.5449991,0.58837116,0.70153934,0.69042456,0.4786831,0.5739833,0.6335246,0.7128651
0.8208931,0.78698295,0.8391258,0.7422545,0.6030512,0.69630784,0.6530602,0.6835242,0.0,0.68291134,0.45385358,0.72574127,0.82477814,0.7002325,0.62590706,0.6717597,0.75556433,0.7304469,0.70856076,0.78539544,0.71650237,0.6555349,0.79808795,0.82253486,0.7156721,0.7261202,0.7507452,0.87703806,0.73248976,0.7246679,0.75638807,0.83112764,0.6811789,0.75109804,0.71172416,0.7533783,0.86257505,0.7269152,0.8915726,0.7064696,0.79919523,0.7790003,0.7105791,0.6365829,0.77433455,0.802105,0.7429218,0.81363565,0.80528605,0.66873693,0.6178009,0.8584654,0.8063033,0.7904337,0.8001026,0.70964426
0.5197106,0.7959703,0.9511422,0.5619833,0.7697479,0.72994715,0.71156913,0.7958477,0.68291134,0.0,0.74450845,0.7116444,0.88802254,0.71401614,0.61622024,0.76825655,0.6084655,0.5822491,0.8088562,0.8371158,0.8121021,0.7688296,0.8497445,0.99470097,0.66343266,0.7436323,0.83435816,0.94575495,0.57386726,0.59299785,0.60659546,0.91995716,0.7229924,0.6016361,0.83735883,0.73624945,0.8574436,0.75524545,0.64910936,0.82824165,0.8629603,0.66510385,0.60429233,0.5850176,0.43230557,0.4366558,0.73193944,0.53505594,0.87507993,0.84925336,0.7484864,0.8240951,0.88636273,0.6438945,0.73875177,0.65308106
